Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,AIS Quartile,AIS Rank,Citable Items,% of Articles in Citable items,Cited Half-Life,Citing Half-Life,Total Articles
International Journal of Applied Management Science,INT J APPL MANAG SCI,INDERSCIENCE ENTERPRISES LTD,2381-4683,1755-8921,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,ESCI,99,0.5,Q4,0.1,0.00%,104/106,,,0.5,0.1,104/106,Q4,2.36,0.00006,0.01528,,2.4,,,21,100.00%,,11.4,21
International Journal of Knowledge and Systems Science,INT J KNOWL SYST SCI,IGI GLOBAL,1947-8208,1947-8216,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,ESCI,87,0.6,Q4,0.14,96.15%,103/106,0.6,Q4,0.4,0.4,102/106,Q4,4.25,0.00004,0.0094,0.075,3.3,Q4,101/101,8,75.00%,,7.2,6
Journal of Quality Measurement and Analysis,J QUAL MEAS ANAL,"Dept Mathematical Sciences, Univ Kebangsaan Malaysia",1823-5670,2600-8602,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,ESCI,48,0.3,Q4,0.06,0.00%,105/106,,,0.2,0.1,105/106,Q4,1.42,0.00003,0.00747,,1.4,,,45,100.00%,,7.4,45
WORLD DEVELOPMENT,WORLD DEV,PERGAMON-ELSEVIER SCIENCE LTD,2227-9032,1873-5991,DEVELOPMENT STUDIES,SSCI,31381,4.8,Q1,1.74,44.60%,5/65,6.7,Q1,4.5,0.8,5/65,Q1,93.08,0.02446,5.44442,1.911,93.1,Q1,4/61,289,97.58%,7.9,8.4,282
SUSTAINABLE DEVELOPMENT,SUSTAIN DEV,WILEY,0968-0802,1099-1719,DEVELOPMENT STUDIES,SSCI,12206,8.2,Q1,1.98,35.71%,1/65,9.5,Q1,6.9,1.6,3/65,Q1,96.15,0.00994,2.21233,1.341,99.2,Q1,8/61,449,88.64%,3.7,4.9,398
HABITAT INTERNATIONAL,HABITAT INT,PERGAMON-ELSEVIER SCIENCE LTD,1999-4907,1873-5428,DEVELOPMENT STUDIES,SSCI,12035,7,Q1,1.71,19.92%,2/65,7.5,Q1,6.1,1.6,6/65,Q1,91.54,0.00643,1.43164,1.305,97.7,Q1,9/61,177,99.44%,7.1,6.3,176
LONG RANGE PLANNING,LONG RANGE PLANN,ELSEVIER SCI LTD,1478-4491,1873-1872,DEVELOPMENT STUDIES,SSCI,8824,6.3,Q1,1.8,45.40%,4/65,9.7,Q1,5.9,1.7,4/65,Q1,94.62,0.00509,1.13364,2.461,94.6,Q1,2/61,58,100.00%,10.4,12.8,58
THIRD WORLD QUARTERLY,THIRD WORLD Q,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1471-2288,1360-2241,DEVELOPMENT STUDIES,SSCI,6296,1.8,Q2,0.6,39.50%,27/65,2.5,Q2,1.7,0.5,30/65,Q2,54.62,0.00611,1.36116,1.015,59.2,Q2,16/61,89,100.00%,9,7.8,89
Journal of Environmental Planning and Management,J ENVIRON PLANN MAN,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2227-9032,1360-0559,DEVELOPMENT STUDIES,SSCI,5977,3.6,Q1,0.95,23.19%,9/65,4.1,Q1,3.4,0.5,14/65,Q1,79.23,0.00497,1.10672,0.742,86.9,Q2,25/61,138,92.75%,4.8,6.1,128
JOURNAL OF DEVELOPMENT STUDIES,J DEV STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1477-7525,1743-9140,DEVELOPMENT STUDIES,SSCI,5852,1.8,Q2,0.55,37.99%,27/65,2.8,Q2,1.7,0.3,35/65,Q3,46.92,0.00437,0.97388,0.892,59.2,Q2,19/61,104,99.04%,9.8,8.9,103
JOURNAL OF PEASANT STUDIES,J PEASANT STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0306-6150,1743-9361,DEVELOPMENT STUDIES,SSCI,5731,4.8,Q1,2.2,39.81%,5/65,5.1,Q1,4.2,0.8,1/65,Q1,99.23,0.00525,1.16843,1.605,93.1,Q1,6/61,53,100.00%,7.8,7.8,53
SOCIETY & NATURAL RESOURCES,SOC NATUR RESOUR,TAYLOR & FRANCIS INC,0894-1920,1521-0723,DEVELOPMENT STUDIES,SSCI,4500,1.9,Q2,0.64,22.80%,26/65,2.7,Q2,1.7,0.3,27/65,Q2,59.23,0.00249,0.55466,0.678,60.8,Q2,26/61,61,95.08%,10.4,8.6,58
ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,ENTREP REGION DEV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0898-5626,1464-5114,DEVELOPMENT STUDIES,SSCI,4375,3.6,Q1,0.89,46.99%,9/65,5.5,Q1,3.2,1,16/65,Q1,76.15,0.00255,0.56879,1.274,86.9,Q1,10/61,65,100.00%,8.6,10.6,65
DEVELOPMENT AND CHANGE,DEV CHANGE,WILEY,2073-445X,1467-7660,DEVELOPMENT STUDIES,SSCI,4272,3.2,Q1,1.03,59.86%,13/65,3.7,Q1,2.9,0.4,12/65,Q1,82.31,0.00357,0.79471,1.487,80.8,Q1,7/61,52,73.08%,12,8.5,38
WORLD BANK ECONOMIC REVIEW,WORLD BANK ECON REV,OXFORD UNIV PRESS,1542-4278,1564-698X,DEVELOPMENT STUDIES,SSCI,3177,1.8,Q2,0.68,27.07%,27/65,3.2,Q1,1.7,0.3,23/65,Q2,65.38,0.00346,0.77041,1.889,59.2,Q1,5/61,61,100.00%,13.8,9,61
Climate and Development,CLIM DEV,TAYLOR & FRANCIS LTD,1520-6688,1756-5537,DEVELOPMENT STUDIES,SSCI,3128,3.4,Q1,0.75,32.85%,11/65,4.7,Q1,3.2,0.5,21/65,Q2,68.46,0.00346,0.77042,1.058,83.8,Q1,14/61,68,91.18%,5,7.3,62
ECONOMIC DEVELOPMENT AND CULTURAL CHANGE,ECON DEV CULT CHANGE,UNIV CHICAGO PRESS,0013-0079,1539-2988,DEVELOPMENT STUDIES,SSCI,2872,1.8,Q2,1.28,4.51%,27/65,2.1,Q3,1.7,0.7,10/65,Q1,85.38,0.00188,0.42003,1.2,59.2,Q1,12/61,63,100.00%,19.3,11.2,63
Journal of International Development,J INT DEV,WILEY,2193-7532,1099-1328,DEVELOPMENT STUDIES,SSCI,2813,1.7,Q3,0.56,39.71%,33/65,1.9,Q3,1.6,0.2,34/65,Q3,48.46,0.00165,0.36813,0.484,50,Q3,36/61,100,95.00%,9.4,7.9,95
Cambridge Journal of Regions Economy and Society,CAMB J REG ECON SOC,OXFORD UNIV PRESS,1477-7525,1752-1386,DEVELOPMENT STUDIES,SSCI,2627,4.7,Q1,1.35,51.38%,7/65,5.7,Q1,4.5,1.5,9/65,Q1,86.92,0.00251,0.55956,1.989,90,Q1,3/61,34,100.00%,6.9,5.8,34
SOCIAL POLICY & ADMINISTRATION,SOC POLICY ADMIN,WILEY,2214-594X,1467-9515,DEVELOPMENT STUDIES,SSCI,2616,2.2,Q2,1.09,66.94%,20/65,2.9,Q2,2,0.4,11/65,Q1,83.85,0.00299,0.66736,0.939,70,Q2,18/61,105,100.00%,6.4,7.6,105
HOUSING POLICY DEBATE,HOUS POLICY DEBATE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2624-893X,2152-050X,DEVELOPMENT STUDIES,SSCI,2503,2.9,Q1,0.78,16.20%,16/65,3.3,Q1,2.6,0.9,18/65,Q2,73.08,0.00309,0.68757,1.237,76.2,Q1,11/61,34,100.00%,7.3,6.3,34
Review of Development Economics,REV DEV ECON,WILEY,1363-6669,1467-9361,DEVELOPMENT STUDIES,SSCI,2380,2.2,Q2,0.66,26.18%,20/65,2.2,Q3,2,0.4,24/65,Q2,63.85,0.00191,0.4255,0.465,70,Q3,37/61,97,100.00%,6.2,8.5,97
Journal of Environmental Policy & Planning,J ENVIRON POL PLAN,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1523-908X,1522-7200,DEVELOPMENT STUDIES,SSCI,2304,2.2,Q2,0.66,59.84%,20/65,3.8,Q1,2.1,0.5,24/65,Q2,63.85,0.00233,0.51942,1.044,70,Q1,15/61,46,97.83%,6.3,7.4,45
European Journal of Development Research,EUR J DEV RES,PALGRAVE MACMILLAN LTD,0957-8811,1743-9728,DEVELOPMENT STUDIES,SSCI,2235,2.6,Q2,0.74,44.03%,18/65,2.5,Q2,2.5,0.4,22/65,Q2,66.92,0.002,0.44672,0.637,73.1,Q2,27/61,59,98.31%,6.6,8.6,58
Information Technology for Development,INFORM TECHNOL DEV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0268-1102,1554-0170,DEVELOPMENT STUDIES,SSCI,2112,6.4,Q1,1.52,28.16%,3/65,6.9,Q1,4.7,0.9,8/65,Q1,88.46,0.00139,0.30951,0.962,96.2,Q2,17/61,48,100.00%,4.8,6.4,48
GROWTH AND CHANGE,GROWTH CHANGE,WILEY,2035-5556,1468-2257,DEVELOPMENT STUDIES,SSCI,2051,2.1,Q2,0.62,21.26%,23/65,2.9,Q2,2,0.4,28/65,Q2,57.69,0.0018,0.40136,0.561,65.4,Q3,31/61,41,100.00%,5.3,8.9,41
Development in Practice,DEV PRACT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1478-4491,1364-9213,DEVELOPMENT STUDIES,ESCI,1932,1.4,Q3,0.31,26.77%,37/65,1.4,Q4,1.2,0.4,54/65,Q4,17.69,0.00105,0.23542,0.293,43.8,Q4,50/61,80,98.75%,10.2,7,79
WORLD BANK RESEARCH OBSERVER,WORLD BANK RES OBSER,OXFORD UNIV PRESS,2413-8851,1564-6971,DEVELOPMENT STUDIES,SSCI,1867,3.3,Q1,2.13,32.35%,12/65,7.3,Q1,3.2,0.6,2/65,Q1,97.69,0.00131,0.29219,3.196,82.3,Q1,1/61,14,100.00%,13.3,6.8,14
Journal of Agrarian Change,J AGRAR CHANGE,WILEY,1471-0358,1471-0366,DEVELOPMENT STUDIES,SSCI,1790,2.9,Q1,0.82,50.00%,16/65,2.9,Q2,2.6,0.3,17/65,Q2,74.62,0.00145,0.32304,0.892,76.2,Q2,19/61,29,100.00%,8.1,10.5,29
AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,AFR DEV REV,WILEY,1017-6772,1467-8268,DEVELOPMENT STUDIES,SSCI,1768,3.1,Q1,0.97,6.90%,15/65,3.2,Q1,2.1,0.7,13/65,Q1,80.77,0.00094,0.20936,0.451,77.7,Q3,39/61,57,98.25%,6,7,56
Development Policy Review,DEV POLICY REV,WILEY,0950-6764,1467-7679,DEVELOPMENT STUDIES,SSCI,1730,1.4,Q3,0.58,50.00%,37/65,1.8,Q3,1.4,0.4,31/65,Q2,53.08,0.00139,0.31144,0.508,43.8,Q3,34/61,54,100.00%,7.5,8.3,54
Development Southern Africa,DEV SO AFR,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0376-835X,1470-3637,DEVELOPMENT STUDIES,SSCI,1512,1.3,Q3,0.33,37.50%,42/65,1.8,Q3,1.2,0.2,50/65,Q4,23.85,0.00086,0.19238,0.33,36.2,Q4,47/61,58,100.00%,8.3,5.9,58
STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,STUD COMP INT DEV,SPRINGER,2056-6085,1936-6167,DEVELOPMENT STUDIES,SSCI,1405,1.2,Q3,0.78,46.74%,44/65,2.5,Q2,1.2,0.3,18/65,Q2,73.08,0.00125,0.27838,1.19,33.1,Q1,13/61,34,100.00%,15.2,9.8,34
PUBLIC ADMINISTRATION AND DEVELOPMENT,PUBLIC ADMIN DEVELOP,WILEY,2673-2726,1099-162X,DEVELOPMENT STUDIES,SSCI,1309,2.1,Q2,0.76,35.29%,23/65,2.5,Q2,1.4,1.3,20/65,Q2,70,0.00054,0.12175,0.592,65.4,Q2,29/61,36,94.44%,12.6,8.5,34
Oxford Development Studies,OXF DEV STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1360-0818,1469-9966,DEVELOPMENT STUDIES,ESCI,1216,1.2,Q3,0.42,41.79%,44/65,1.5,Q3,1.2,0.1,42/65,Q3,36.15,0.00052,0.11612,0.504,33.1,Q3,35/61,26,100.00%,11.9,9.3,26
IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES,IDS BULL-I DEV STUD,INST DEVELOPMENT STUDIES,1179-1594,1759-5436,DEVELOPMENT STUDIES,SSCI,1137,0.6,Q4,0.4,86.42%,58/65,0.9,Q4,0.6,<0.1,44/65,Q3,33.08,0.00024,0.05448,0.233,11.5,Q4,54/61,26,100.00%,16.1,5.7,26
COMMUNITY DEVELOPMENT JOURNAL,COMMUNITY DEV J,OXFORD UNIV PRESS,2624-9634,1468-2656,DEVELOPMENT STUDIES,SSCI,1106,1.1,Q3,0.37,23.97%,46/65,1.5,Q3,0.9,0.4,47/65,Q3,28.46,0.00068,0.15208,0.42,30,Q3,41/61,47,97.87%,10.6,8.7,46
Journal of Environment & Development,J ENVIRON DEV,SAGE PUBLICATIONS INC,2322-5939,1552-5465,DEVELOPMENT STUDIES,SSCI,1022,2,Q2,0.51,15.56%,25/65,3.1,Q2,1.9,0.3,37/65,Q3,43.85,0.00063,0.14046,0.832,62.3,Q2,23/61,46,97.83%,9.9,6.6,45
Community Development,COMMUNITY DEV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1557-5330,1944-7485,DEVELOPMENT STUDIES,ESCI,1012,1.4,Q3,0.46,10.20%,37/65,1.6,Q3,1.1,0.3,40/65,Q3,39.23,0.00049,0.10917,0.284,43.8,Q4,51/61,50,100.00%,8.4,8.2,50
Journal of Human Development and Capabilities,J HUM DEV CAPABIL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2300-1682,1945-2837,DEVELOPMENT STUDIES,SSCI,956,1.3,Q3,0.51,40.54%,42/65,2.6,Q2,1,0.2,37/65,Q3,43.85,0.00086,0.19266,0.761,36.2,Q2,24/61,33,100.00%,7.8,11.2,33
Journal of Agriculture Food Systems and Community Development,J AGRIC FOOD SYST CO,LYSON CENTER CIVIC AGRICULTURE & FOOD SYSTEMS,2297-900X,2152-0801,DEVELOPMENT STUDIES,ESCI,909,1.8,Q2,0.57,100.00%,27/65,1.9,Q3,1.4,0.3,32/65,Q2,51.54,0.00082,0.18405,0.373,59.2,Q3,43/61,46,100.00%,5.3,6.1,46
ECONOMIC DEVELOPMENT QUARTERLY,ECON DEV Q,SAGE PUBLICATIONS INC,2561-326X,1552-3543,DEVELOPMENT STUDIES,SSCI,888,1.6,Q3,0.41,1.96%,35/65,1.7,Q3,1.5,<0.1,43/65,Q3,34.62,0.00048,0.10793,0.543,46.9,Q3,32/61,17,100.00%,12.1,12.3,17
CANADIAN JOURNAL OF DEVELOPMENT STUDIES-REVUE CANADIENNE D ETUDES DU DEVELOPPEMENT,CAN J DEV STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2666-7193,2158-9100,DEVELOPMENT STUDIES,SSCI,866,0.7,Q4,0.46,29.67%,57/65,1.9,Q3,0.7,0.5,40/65,Q3,39.23,0.00088,0.19796,0.612,13.1,Q2,28/61,17,100.00%,8,10.3,17
World Development Perspectives,WORLD DEV PERSPECT,ELSEVIER,2452-2929,2452-2929,DEVELOPMENT STUDIES,ESCI,859,2.3,Q2,0.66,30.98%,19/65,2.6,Q2,2.2,0.3,24/65,Q2,63.85,0.00124,0.27802,0.571,71.5,Q2,30/61,69,100.00%,4.1,7.7,69
Progress in Development Studies,PROG DEV STUD,SAGE PUBLICATIONS INC,1464-9934,1477-027X,DEVELOPMENT STUDIES,SSCI,745,1,Q4,0.4,40.00%,49/65,1.5,Q3,1,0.2,44/65,Q3,33.08,0.00034,0.07631,0.421,25.4,Q3,40/61,12,100.00%,12.7,8.6,12
Journal of Development Effectiveness,J DEV EFFECT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1943-9342,1943-9407,DEVELOPMENT STUDIES,SSCI,722,0.5,Q4,0.22,40.26%,59/65,0.9,Q4,0.5,0.5,59/65,Q4,10,0.00024,0.05561,0.247,10,Q4,53/61,21,100.00%,9.3,7.8,21
INTERNATIONAL DEVELOPMENT PLANNING REVIEW,INT DEV PLANN REV,LIVERPOOL UNIV PRESS,1474-6743,1478-3401,DEVELOPMENT STUDIES,SSCI,614,1.5,Q3,0.4,6.35%,36/65,2,Q3,1.3,0.5,44/65,Q3,33.08,0.00045,0.10201,0.542,45.4,Q3,33/61,20,100.00%,8.8,9.3,20
Journal of Economic Policy Reform,J ECON POLICY REFORM,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1748-7870,1748-7889,DEVELOPMENT STUDIES,SSCI,588,3.2,Q1,0.91,29.63%,13/65,2.4,Q2,2.8,0.9,15/65,Q1,77.69,0.00088,0.19634,0.833,80.8,Q2,22/61,22,95.45%,4.7,5.9,21
Journal of Economics and Development,J ECON DEV-VIETNAM,EMERALD GROUP PUBLISHING LTD,2393-6401,2632-5330,DEVELOPMENT STUDIES,ESCI,494,4.3,Q1,1.54,100.00%,8/65,,,4.2,1.8,7/65,Q1,90,0.00044,0.09929,,88.5,,,26,100.00%,3.2,9.2,26
Innovation and Development,INNOV DEV,TAYLOR & FRANCIS LTD,2351-9894,2157-9318,DEVELOPMENT STUDIES,ESCI,484,1.7,Q3,0.62,28.26%,33/65,1.8,Q3,1.6,0.3,28/65,Q2,57.69,0.00039,0.08896,0.34,50,Q3,45/61,14,100.00%,4.7,8.6,14
DEVELOPING ECONOMIES,DEV ECON,WILEY,2666-6065,1746-1049,DEVELOPMENT STUDIES,SSCI,474,1.4,Q3,0.53,11.11%,37/65,1.6,Q3,1.3,0.1,36/65,Q3,45.38,0.00013,0.03029,0.302,43.8,Q4,49/61,15,100.00%,15.9,10.2,15
Area Development and Policy,AREA DEV POLICY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2379-2949,2379-2957,DEVELOPMENT STUDIES,ESCI,456,1.8,Q2,0.57,24.29%,27/65,2.5,Q2,1.7,0.4,32/65,Q2,51.54,0.00089,0.19948,0.859,59.2,Q2,21/61,25,100.00%,4.7,7,25
FORUM FOR DEVELOPMENT STUDIES,FORUM DEV STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0803-9410,1891-1765,DEVELOPMENT STUDIES,ESCI,428,1.1,Q3,0.33,52.00%,46/65,1.1,Q4,1,0.1,50/65,Q4,23.85,0.00031,0.06914,0.322,30,Q4,48/61,31,100.00%,7.9,9.9,31
Journal of Developing Societies,J DEV SOC,SAGE PUBLICATIONS INDIA PVT LTD,2664-3731,1745-2546,DEVELOPMENT STUDIES,ESCI,422,0.9,Q4,0.31,23.33%,52/65,1.5,Q3,0.9,0.2,54/65,Q4,17.69,0.00032,0.07203,0.398,20.8,Q3,42/61,22,100.00%,7.8,8.3,22
Asian Development Review,ASIAN DEVELOP REV,WORLD SCIENTIFIC PUBL CO PTE LTD,1178-203X,1996-7241,DEVELOPMENT STUDIES,ESCI,369,1.1,Q3,0.36,56.25%,46/65,,,1,0.8,49/65,Q4,25.38,0.00036,0.08214,,30,,,25,100.00%,6.7,9.6,25
Journal of Social and Economic Development,J SOCIAL EC DEV,SPRINGER INDIA,1424-2818,2199-6873,DEVELOPMENT STUDIES,ESCI,350,1,Q4,0.37,16.75%,49/65,1.3,Q4,0.9,0.2,47/65,Q3,28.46,0.00041,0.0923,0.248,25.4,Q4,52/61,92,100.00%,3.4,10.5,92
Journal of Rural and Community Development,J RURAL COMMUNITY D,"BRANDON UNIV, RURAL DEV DEPT",1179-1594,1712-8277,DEVELOPMENT STUDIES,ESCI,338,0.5,Q4,0.16,0.00%,59/65,0.7,Q4,0.5,<0.1,60/65,Q4,8.46,0.00022,0.04904,0.17,10,Q4,58/61,40,100.00%,9.3,7.3,40
Journal of South Asian Development,J S ASIAN DEV,SAGE PUBLICATIONS INDIA PVT LTD,0973-1741,0973-1733,DEVELOPMENT STUDIES,SSCI,230,0.9,Q4,0.31,17.86%,52/65,1.1,Q4,0.9,0.1,54/65,Q4,17.69,0.00026,0.0593,0.367,20.8,Q3,44/61,9,100.00%,6.7,10.3,9
Sociology of Development,SOCIOL DEV,"UNIV CALIFORNIA PRESS, JOURNALS DIV",2662-2211,2374-538X,DEVELOPMENT STUDIES,ESCI,208,0.8,Q4,0.47,0.00%,55/65,1.2,Q4,0.8,0.5,39/65,Q3,40.77,0.00034,0.07574,0.463,16.2,Q3,38/61,13,100.00%,5.4,12.7,13
Perspectives on Global Development and Technology,PERSPECT GLOB DEV TE,BRILL,2322-5939,1569-1497,DEVELOPMENT STUDIES,ESCI,182,0.4,Q4,0.15,2.99%,62/65,0.6,Q4,0.4,<0.1,61/65,Q4,6.92,0.00014,0.03169,0.138,5.4,Q4,59/61,33,96.97%,6.8,6.8,32
Middle East Development Journal,MIDDLE EAST DEV J,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1793-8120,1793-8171,DEVELOPMENT STUDIES,ESCI,168,0.8,Q4,0.31,5.00%,55/65,0.8,Q4,0.8,0.1,54/65,Q4,17.69,0.00011,0.02623,0.186,16.2,Q4,57/61,9,100.00%,7.5,10.9,9
Indian Growth and Development Review,INDIAN GROWTH DEV RE,EMERALD GROUP PUBLISHING LTD,2148-9386,1753-8262,DEVELOPMENT STUDIES,ESCI,159,1,Q4,0.33,0.00%,49/65,1.3,Q4,1,0.3,50/65,Q4,23.85,0.00013,0.02951,0.207,25.4,Q4,56/61,20,100.00%,5.1,11.6,20
Journal of Sport for Development,J SPORT DEV,"VERA SOLUTIONS, BENEFIT LLC",2052-3211,2330-0574,DEVELOPMENT STUDIES,ESCI,151,1.4,Q3,0.29,0.00%,37/65,1.5,Q3,1.3,0.7,58/65,Q4,11.54,0.00012,0.02782,0.337,43.8,Q4,46/61,7,100.00%,5.9,7.8,7
PROBLEMAS DEL DESARROLLO,PROBL DESARROLLO,"Inst Investigaciones Economicas, Natl Autonomous Univ Mexico - IIEc UNAM",2007-8951,2007-8951,DEVELOPMENT STUDIES,ESCI,123,0.2,Q4,0.07,100.00%,64/65,,,0.2,<0.1,64/65,Q4,2.31,0.00015,0.03496,,2.3,,,24,95.83%,7.7,10.5,23
Review of Agrarian Studies,REV AGRAR STUD,FOUNDATION AGRARIAN STUDIES,2632-3249,2248-9002,DEVELOPMENT STUDIES,ESCI,112,0.5,Q4,0.14,0.00%,59/65,0.9,Q4,0.4,<0.1,62/65,Q4,5.38,0.0001,0.02432,0.213,10,Q4,55/61,11,90.91%,5.7,5.8,10
Agrarian South-Journal of Political Economy,AGRAR S,SAGE PUBLICATIONS INC,2624-9553,2321-0281,DEVELOPMENT STUDIES,ESCI,96,0.9,Q4,0.32,15.09%,52/65,,,0.8,1,53/65,Q4,19.23,0.00025,0.05621,,20.8,,,20,100.00%,,9.7,20
Iberoamerican Journal of Development Studies,IBEROAM J DEV STUD,"UNIV ZARAGOZA DEV COOPERATION CHAIR, SPANISH NETWORK DEV STUDIES",2254-2035,2254-2035,DEVELOPMENT STUDIES,ESCI,61,0.4,Q4,0.11,98.46%,62/65,0.4,Q4,0.4,<0.1,63/65,Q4,3.85,0.0001,0.02263,0.117,5.4,Q4,60/61,19,100.00%,,8.8,19
Revista Cooperativismo y Desarrollo-COODES,REV COOP DESARRO-COO,UNIV PINAR RIO HERMANOS SAIZ MONTES OCA,2673-253X,2310-340X,DEVELOPMENT STUDIES,ESCI,7,<0.1,Q4,0.01,0.00%,65/65,<0.1,Q4,<0.1,<0.1,65/65,Q4,0.77,0.00001,0.00225,0.007,0.8,Q4,61/61,34,100.00%,,4.8,34
JOURNAL OF ETHNIC AND MIGRATION STUDIES,J ETHN MIGR STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2227-9032,1469-9451,ETHNIC STUDIES,SSCI,10838,3.1,Q1,1.77,50.00%,1/39,3.8,Q1,2.7,1.6,3/39,Q1,93.59,0.01424,3.1702,1.42,98.7,Q1,5/36,240,100.00%,6.1,7.7,240
ETHNIC AND RACIAL STUDIES,ETHNIC RACIAL STUD,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0141-9870,1466-4356,ETHNIC STUDIES,SSCI,8278,2,Q1,1.2,49.36%,7/39,2.6,Q2,1.8,2,9/39,Q1,78.21,0.00765,1.70404,1.15,83.3,Q2,10/36,166,100.00%,9.2,8.2,166
Cultural Diversity & Ethnic Minority Psychology,CULT DIVERS ETHN MIN,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,1999-4907,1939-0106,ETHNIC STUDIES,SSCI,4940,2.9,Q1,1.45,20.75%,2/39,4.1,Q1,2.8,0.4,5/39,Q1,88.46,0.00449,0.99919,1.553,96.2,Q1,3/36,93,100.00%,9.5,8.9,93
Race Ethnicity and Education,RACE ETHNIC EDUC-UK,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1478-4491,1470-109X,ETHNIC STUDIES,SSCI,3520,2,Q1,1.18,17.50%,7/39,3.6,Q1,1.9,0.5,11/39,Q2,73.08,0.00357,0.79513,1.409,83.3,Q1,7/36,55,100.00%,7.5,8.8,55
Journal of Refugee Studies,J REFUG STUD,OXFORD UNIV PRESS,1471-2288,1471-6925,ETHNIC STUDIES,SSCI,3138,1.9,Q2,1.11,49.45%,12/39,2.7,Q1,1.7,0.3,13/39,Q2,67.95,0.00358,0.79679,0.96,70.5,Q2,12/36,62,100.00%,8.5,7.4,62
ETHNICITY & HEALTH,ETHNIC HEALTH,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2227-9032,1465-3419,ETHNIC STUDIES,SSCI,2472,2,Q1,1.03,16.67%,7/39,2.9,Q1,2,0.4,15/39,Q2,62.82,0.00309,0.6895,0.971,83.3,Q2,11/36,64,93.75%,6.4,7.4,60
Nations and Nationalism,NATIONS NATL,WILEY,1477-7525,1469-8129,ETHNIC STUDIES,SSCI,2075,2,Q1,2.02,50.42%,7/39,2.1,Q2,1.9,0.3,2/39,Q1,96.15,0.00292,0.65167,0.941,83.3,Q2,13/36,75,100.00%,8.1,11.6,75
Sociology of Race and Ethnicity,SOCIOL RACE ETHNIC,SAGE PUBLICATIONS INC,2332-6492,2332-6506,ETHNIC STUDIES,SSCI,1594,2.8,Q1,1.24,11.02%,3/39,3.9,Q1,2.4,0.2,7/39,Q1,83.33,0.00293,0.65277,1.82,93.6,Q1,1/36,39,100.00%,5.9,9.7,39
JOURNAL OF BLACK STUDIES,J BLACK STUD,SAGE PUBLICATIONS INC,0021-9347,1552-4566,ETHNIC STUDIES,SSCI,1559,0.8,Q3,0.35,14.29%,29/39,1.2,Q3,0.7,0.1,31/39,Q4,21.79,0.00078,0.17481,0.492,26.9,Q3,27/36,29,96.55%,13.8,8.8,28
Ethnicities,ETHNICITIES,SAGE PUBLICATIONS LTD,1468-7968,1741-2706,ETHNIC STUDIES,SSCI,1527,1.3,Q3,0.78,34.31%,21/39,1.8,Q2,1.2,0.1,20/39,Q3,50,0.00194,0.43172,0.79,47.4,Q3,19/36,31,100.00%,8.4,8.8,31
